timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
1951422792,1951420051,1200.0,0.588899,0.0158384,1.30766,0.0,255,0,6,4,0,0,0,1,1,1,34
1952386606,1952380997,1200.0,0.588899,0.04171,1.08446,0.0,255,0,6,4,0,0,0,1,1,1,34
1953367558,1953360030,1200.0,0.588899,0.04171,1.08446,0.0,255,0,6,4,0,0,0,1,1,1,34
1954376940,1953360030,1200.0,0.588899,0.0468975,0.994826,0.0,255,0,6,4,0,0,0,1,1,1,34
1954513071,1954510617,1200.0,0.588899,0.0,1.14612,0.0,255,0,6,4,0,0,0,1,1,1,34
1955329979,1955327243,1200.0,0.588899,0.0,1.14612,0.0,255,0,6,4,0,0,0,1,1,1,34
1956330779,1955327243,1200.0,0.588899,0.0416968,1.17247,0.0,255,0,6,4,0,0,0,1,1,1,34
1956351708,1956348990,1200.0,0.588899,0.0416968,1.17247,0.0,255,0,6,4,0,0,0,1,1,1,34
1957360461,1956348990,1200.0,0.588899,0.0208534,1.0248,0.0,255,0,6,4,0,0,0,1,1,1,34
1957424873,1957421989,1200.0,0.588899,0.0,1.31087,0.0,255,0,6,4,0,0,0,1,1,1,34
1958325935,1958323332,1200.0,0.588899,0.0,1.31087,0.0,255,0,6,4,0,0,0,1,1,1,34
1959330548,1958323332,1200.0,0.588899,0.0416617,1.23597,0.0,255,0,6,4,0,0,0,1,1,1,34
1959340045,1959334674,1200.0,0.588899,0.0416617,1.23597,0.0,255,0,6,4,0,0,0,1,1,1,34
1960343596,1959334674,1200.0,0.588899,0.0209332,1.37162,0.0,255,0,6,4,0,0,0,1,1,1,34
1960404397,1960399452,1200.0,0.588899,0.0209332,1.37162,0.0,255,0,6,4,0,0,0,1,1,1,34
1961412879,1961409292,1200.0,0.588899,0.0209521,1.04062,0.0,255,0,6,4,0,0,0,1,1,1,34
1962330625,1962329788,1200.0,0.588899,0.0208493,1.47335,0.0,255,0,6,4,0,0,0,1,1,1,34
